gene_id,MEF,Naive_CD4T,Naive_CD8T,mESCJ1,DP,Th2,Th2a,RAVCrep1,RAVCrep2
Tab3,11.971,2.032,1.266,16.931,14.725,6.676,2.364,8.41,8.41
Gyk,18.193,0.561,0.749,10.76,10.254,5.489,3.777,6.016,6.016
5430427O19Rik,0.039,0,0.064,0,0.108,1.414,3.999,0.878,0.878
Samt3,0,0,0,0,0,0,0,0,0
Nr0b1,0,0,0,71.579,0,0,0,0,0
Mageb4,0,0,0,0.297,0,0,0,0,0
Gm41,0,0,0,0,0,0,0,0,0
Il1rapl1,0,0,0,0,0,0,0,0,0
Pet2,0,0,0,0,0,0,0,0,0
4932429P05Rik,0,0,0,0,0,0,0,0,0
4930415L06Rik,0,0,0,0,0,0,0,0,0
Gm44,0,0,0,1.195,0,0,0,0,0
LOC101055749,0,0,0,0,0,0,0,0,0
Mageb1,0,0,0,0,0,0,0,0,0
Mageb2,0,0,0,0,0,0,0,0,0
Gm5072,0,0,0,0,0,0,0,0,0
1700084M14Rik,0,0,0,0,0,0,0,0,0
Gm14781,0,0,0,0,0,0,0,0,0
Mageb5,0,0,0,0,0,0,0,0,0
Gm5071,0,0,0,0,0,0,0,0,0
Mageb18,0,0,0,0,0,0,0,0,0
Gm5941,0,0,0,0,0,0,0,0,0
BC061195,0,0,0,0,0,0,0,0,0
1700003E24Rik,0,0,0,0,0,0,0,0,0
Arx,0,0,0,0,0.145,0,0,0,0
Pola1,31.097,3.25,2.065,44.727,54.981,29.332,8.66,23.616,23.616
Pcyt1b,1.924,0,0.016,19.108,1.427,4.322,2.256,0.344,0.344
Pdk3,62.945,9.527,7.259,49.365,43.952,62.827,94.969,60.63,60.63
AU015836,0,0,0,31.091,0.138,0,0,0,0
Zfx,30.423,9.252,6.086,19.309,41.749,16.332,6.023,23.454,23.454
Eif2s3x,10.764,10.221,5.871,100.174,20.114,38.18,1.316,116.252,116.252
Klhl15,2.561,2.043,0.747,2.408,3.234,2.322,4.321,1.737,1.737
Mir7673,4.623,0.902,0,1.236,6.479,0,0,3.509,3.509
Apoo,3.637,0.229,0.162,8.281,0.986,4.301,1.403,4.214,4.214
Apoo-ps,0,0,0,0,0,0,0,0,0
Gm14827,0.192,0,0,0,0.134,0,0.095,0,0
Maged1,380.205,1.133,0.535,144.97,3.616,26.935,3.322,0.326,0.326
Gspt2,7.714,0,0,7.933,0.166,0.907,0.592,0.06,0.06
Zxdb,4.788,1.058,0.662,0.225,2.138,0.884,1.049,3.355,3.355
Zxda,2.703,0.363,0.228,0.102,1.421,0.516,0.758,1.795,1.795
Spin4,4.711,0.014,0.098,0.985,0.099,0.866,0.071,0.108,0.108
Arhgef9,2.462,0.324,0.104,1.947,0.6,1.554,0.374,0.609,0.609
Amer1,7.617,5.646,1.845,4.979,17.187,2.509,0.139,3.748,3.748
Asb12,0,0,0,0.063,0,0,0,0,0
Zc4h2,9.311,1.536,0.616,12.309,10.109,1.402,3.791,2.555,2.555
Zc3h12b,1.758,0.635,0.352,0.541,8.749,0.537,0.088,0.512,0.512
1700010D01Rik,0,0,0,0.157,0,0,0,0,0
Las1l,108.189,31.487,13.585,124.374,92.038,54.488,53.502,43.255,43.255
Msn,1791.595,91.523,38.552,122.766,394.021,323.102,227.961,751.261,751.261
F630028O10Rik,0,0,0,0,0,0,0,0,0
Mir223,0,0,0,0,0,0,0,0,0
Vsig4,0.517,0,0,0,0,0,0,0,0
Hsf3,0,0,0,0.08,0,0,0,0,0
Heph,2.618,0,0.014,0.053,0,0.076,0.05,0,0
Gpr165,0,0,0,0,0,0,0,0,0
Pgr15l,0,0,0,0.088,0,0,0,0,0
Eda2r,40.461,0,0,19.584,0,0.311,0.304,0,0
Ar,1.088,1.36,1.134,0.173,0.041,9.028,9.232,14.229,14.229
Ophn1,7.224,0,0,1.65,0,0.345,0,0.019,0.019
Yipf6,14.269,6.903,3.929,10.662,18.281,10.356,11.357,15.391,15.391
Stard8,3.13,0.023,0,9.453,0.501,0.729,0.119,0.739,0.739
Efnb1,99.297,0.894,0.183,2.521,3.334,0.269,0.176,2.006,2.006
Gm14812,0,0,0,0,0,0,0,0,0
Pja1,63.067,30.493,11.929,41.861,48.463,34.815,37.633,34.894,34.894
Tmem28,0,0,0,3.911,0,0,0,0,0
Eda,4.197,0.034,0,1.3,0,0,0,0.015,0.015
Mir676,0,0,0,0,0,0,0,0,0
Awat2,0.418,0.027,0.077,1.117,1.561,0.425,0.972,0.352,0.352
Otud6a,0.169,0.265,0,2.265,0.475,0,0,0,0
Igbp1,55.158,67.246,34.941,82.603,125.65,92.899,176.418,149.16,149.16
Dgat2l6,0,0,0,0,0,0,0,0,0
Awat1,0,0,0,0,0,0,0,0,0
P2ry4,0,0,0,0,0,0,0,0,0
Arr3,0,0.51,0.361,0,0,0,0,0,0
Pdzd11,117.18,8.931,4.956,53.624,62.095,55.218,155.459,46.976,46.976
Kif4,50.797,0.221,0.13,23.505,65.294,42.206,29.106,21.572,21.572
Gdpd2,0.267,0,0,0.057,0.299,0,0,0,0
Dlg3,19.394,1.588,1.705,11.438,28.32,4.891,2.564,12.349,12.349
Tex11,0,0.241,0,5.921,0,0,0.246,0.167,0.167
Slc7a3,4.531,0.263,0.118,82.287,0.858,14.031,4.029,0,0
Snx12,71.171,7.411,4.47,32.673,39.107,32.472,34.846,33.896,33.896
Foxo4,16.468,15.521,7.527,48.813,117.758,20.298,10.54,21.542,21.542
Gm614,0.198,14.763,6.405,0.212,26.644,21.178,2.764,6.313,6.313
Il2rg,6.049,300.354,164.368,2.712,552.279,573.48,1355.855,979.818,979.818
Med12,30.35,21.757,12.66,13.486,158.21,37.724,22.451,51.945,51.945
Nlgn3,1.41,0.238,0.011,1.365,4.058,0.582,0.152,0.039,0.039
Gjb1,0,0,0,1.662,0,0,0,0,0
Zmym3,10.39,8.635,2.845,23.167,47.282,24.276,40.992,11.937,11.937
Nono,201.339,93.391,38.045,489.027,375.163,307.309,123.209,445.226,445.226
Itgb1bp2,1.373,1.563,1.36,0.245,8.338,2.447,2.509,0.116,0.116
Taf1,30.666,18.877,8.472,25.855,68.609,42.487,12.081,24.397,24.397
Ogt,45.775,48.281,24.157,61.389,429.243,143.712,53.774,53.382,53.382
Cxcr3,0,0.502,5.617,0,0,26.687,4.216,3.489,3.489
Nhsl2,2.509,0.009,0,0.427,0.416,0.209,0.068,1.506,1.506
Rgag4,6.013,0.013,0,0.018,0.575,4.071,0.341,0.346,0.346
Pin4,0.311,2.553,1.636,46.134,0.873,43.772,1.242,66.499,66.499
Ercc6l,29.178,1.183,0.575,42.062,34.373,19.38,5.339,17.171,17.171
Rps4x,341.459,1042.705,727.337,4807.985,233.356,4365.618,299.313,6291.096,6291.096
Cited1,0,0,0,2.292,0,0,0.194,0.049,0.049
Gm14858,0,0,0,0,0,0,0,0,0
Hdac8,10.469,11.387,5.005,8.489,49.065,19.401,2.908,16.716,16.716
Phka1,10.475,0,0,3.687,0,0.37,0,0.024,0.024
Gm9112,0,0,0,8.136,0,0,0,0,0
Dmrtc1b,0,0,0,1.737,0,0,0,0,0
Gm5166,0,0,0,0,0,0,0,0,0
Dmrtc1c1,0,0,0,0,0,0,0,0,0
Dmrtc1c2,0,0,0,0,0,0,0,0,0
1700031F05Rik,0,0,0,0,0,0,0,0,0
Dmrtc1a,0.107,0,0,0,0,0,0,0,0
1700011M02Rik,0,0,0,0.188,0,0,0,0,0
1700018G05Rik,0,0,0,0,0,0,0,0,0
Gm5126,0,0,0,0.036,0,0,0,0,0
Nap1l2,1.589,0,0,1.761,0.159,0,0,0,0
4930519F16Rik,0,0,0,0.882,0,0,0,0,0
Cdx4,0,0,0,0.198,0,0,0,0,0
Chic1,2.259,0.312,0.116,4.447,0.168,0.55,0.478,0.435,0.435
Tsx,0.182,0,0,2.815,0,0,0.362,0.092,0.092
Tsix,0,0.04,0,0.625,0.096,0,0,0,0
Xist,0.017,10.643,5.421,0.084,288.687,246.68,0,26.581,26.581
Jpx,0.467,0.501,0.29,0.062,5.344,0.951,0.853,0.906,0.906
Gm9159,0,0.026,0.019,0,0.377,0,0,0.068,0.068
Ftx,1.343,1.942,1.201,0.813,7.749,2.776,0.669,0.809,0.809
Mir421,0,3.039,0.538,2.082,0,0,0,0,0
Mir374b,1.557,0,1.722,0,0,0,0,0,0
Mir374c,0,0,0,0,0,0,0,0,0
Zcchc13,0,0,0,0.073,0,0,0,0,0
Slc16a2,3.487,0,0.02,2.512,0.199,0,0.568,0.63,0.63
Rlim,107.741,21.317,13.146,73.004,35.023,21.824,14.876,20.437,20.437
C77370,1.725,0,0,7.794,0,0.042,0.027,0,0
Mir672,0,0,0,0,0,0,0,0,0
Abcb7,14.359,13.264,6.135,38.656,49.032,16.011,9.014,31.44,31.44
Uprt,30.198,6.438,3.494,2.561,20.136,4.471,0.796,8.145,8.145
Zdhhc15,4.754,7.809,4.915,5.515,10.69,1.887,2.945,16.715,16.715
1700121L16Rik,0,0,0,0,0,0,0,0,0
Magee2,0,0,0,0.922,0.358,0,0,0.162,0.162
5530601H04Rik,1.744,2.862,0.844,2.48,8.666,7.146,4.9,4.172,4.172
Pbdc1,17.719,5.313,3.19,59.882,31.859,64.174,25.677,28.405,28.405
Magee1,32.691,2.102,0.93,1.08,5.779,5.142,2.517,6.003,6.003
E530001F21Rik,0,0,0.036,0,0,0,0,0,0
Mir384,0,0,0,0,0,0,0,0,0
5330434G04Rik,0,0,0,0,0,0,0,0,0
Cypt2,0,0,0,0,0,0,0,0,0
Fgf16,0.146,0,0,0,0,0,0,0,0
Atrx,67.265,36.185,15.701,32.157,154.46,64.286,11.229,52.142,52.142
Magt1,128.046,23.067,12.034,13.328,61.972,38.873,21.78,25.006,25.006
Cox7b,169.213,48.913,36.442,278.588,242.325,297.112,743.97,220.067,220.067
Atp7a,19.958,3.261,1.611,6.06,21.344,3.143,0.468,3.707,3.707
Tlr13,1.253,0,0,0,0,0,0,0,0
Pgk1,32.991,20.216,11.697,613.425,42.714,968.619,277.321,314.457,314.457
Taf9b,8.992,6.413,2.655,1.276,9.335,8.48,15.494,21.992,21.992
Fnd3c2,0.04,0,0,0,0,0,0,0,0
Mir6382,0,0,0,0,0,0,0,0,0
Fndc3c1,1.691,0,0,2.499,0,2.254,0.061,0,0
Cysltr1,0.298,0,0,0.212,0,74.801,109.995,0.93,0.93
Gm5127,0,0,0,0,0,6.746,31.303,0.745,0.745
Zcchc5,8.182,0.02,0,0,0,0,0,0,0
Lpar4,39.732,0,0,6.423,1.957,0,0,0,0
P2ry10,0,24.713,20.73,0,183.782,137.34,60.928,235.621,235.621
A630033H20Rik,16.582,6.336,3.137,0.233,12.965,8.266,1.218,5.498,5.498
Gpr174,0,13.255,7.011,0,8.087,33.496,23.227,16.28,16.28
Itm2a,35.533,33.893,7.818,20.602,49.544,369.734,340.478,60.129,60.129
4933401B06Rik,0,0,0,0,0,0,0,0,0
Tbx22,0,0,0,0.021,0,0,0,0,0
2610002M06Rik,9.118,2.738,1.4,4.7,27.899,5.726,13.886,18.325,18.325
Fam46d,0,0,0,0.175,0,0,0,0,0
Gm732,0,0,0,0,0,0,0,0,0
Brwd3,10.484,3.311,1.614,16.956,41.632,7.938,0.642,5.875,5.875
2810403D21Rik,1.619,0.804,0.651,0.945,2.475,2.698,5.576,3.575,3.575
5730416F02Rik,0,0.711,0.302,0,0,0,2.543,0,0
Hmgn5,14.894,1.09,1.094,20.742,85.016,125.381,25.828,47.376,47.376
Sh3bgrl,412.394,5.538,4.283,33.195,96.643,41.438,37.855,102.01,102.01
Gm6377,0.898,0,0.044,0,0.148,0,0,0,0
Gm7134,0,0,0,0,0.172,0,0,0,0
Pou3f4,0.136,0,0,0.146,0,0,0,0,0
Cylc1,0,0,0,0,0,0,0,0,0
Rps6ka6,1.232,0,0.009,88.436,0.531,0.29,0,0.048,0.048
Hdx,2.639,0,0,2.748,0,0,0,0.035,0.035
Tex16,0.149,0,0,0.159,0,0,0,0,0
4933403O08Rik,0.097,0,0,0,0,0,0,0,0
Apool,34.98,8.18,3.493,45.736,57.446,54.145,101.077,41.246,41.246
Satl1,0,0,0,0,0,0,0,0,0
2010106E10Rik,0,0,0,0,0,0,0,0,0
Zfp711,0.41,0,0,0.438,0.383,0.313,0,0,0
Pof1b,0,0,0,1.098,0,0,0,0,0
Chm,32.401,8.47,5.932,12.63,18.317,35.847,5.757,22.315,22.315
Mir361,0,0.825,0.584,0,0,0,0,0,0
Dach2,0.514,0.126,0.011,0.163,0.374,1.28,2.088,0.067,0.067
Klhl4,0,0.268,0.011,0.041,2.989,0,0.152,1.465,1.465
Ube2dnl1,0,0,0,3.088,0,0,0,0,0
Ube2dnl2,0,0,0,0,0,0,0,0,0
4930555B12Rik,0,0,0,0,0,0,0,0,0
Cpxcr1,0,0,0,0,0,0,0,0,0
H2afb2,0,0,0,0,0,0,0,0,0
Gm14920,0,0,0,0,0,0,0,0,0
Tgif2lx2,0,0,0,0,0,0,0,0,0
Tgif2lx1,0,0,0,0,0,0,0,0,0
Pabpc5,0.304,0,0,0,0,0,0,0,0
Pcdh11x,2.291,0,0,0.018,0,0,0,0,0
H2afb3,0,0,0,0,0,0,0,0,0
Nap1l3,1.99,0.02,0,0.28,0,0.16,0.104,0.026,0.026
Cldn34c1,0.482,0,0.178,0.172,4.958,0,0,0.244,0.244
Vmn2r121,0,0,0,0,0,0,0,0,0
4932411N23Rik,0,0,0,0,0,0,0,0,0
Gm382,0,0,0,0,0,0,0,0,0
4921511C20Rik,0,0,0,0,0,0,0,0,0
Cldn34c4,0,0,0,0,0,0,0,0,0
4930558G05Rik,0,0,0,0,0,0,0,0,0
Diap2,26.13,2.175,0.853,4.283,7.172,2.731,1.468,26.257,26.257
Pcdh19,66.982,0,0,0.407,0.04,0,0,0.022,0.022
Tnmd,27.444,0,0,0.06,0.313,0,0,0,0
Tspan6,49.674,1.179,0.232,31.546,20.462,13.588,10.874,2.845,2.845
Srpx2,12.197,0,0,0.189,0,0,0,0,0
Sytl4,0.881,0,0,0.251,0.082,0,0,0.015,0.015
Cstf2,32.135,19.801,10.077,53.78,83.464,42.091,26.303,42.452,42.452
Mir3112,0,0,0,0,0,0,0,0,0
Nox1,0,0.113,0.112,0.031,0.971,0,0,0.029,0.029
Xkrx,0.824,5.625,4.824,0.578,39.243,0.157,0,0.156,0.156
Arl13a,0,0.033,0.023,0,0.238,0,0,0,0
Trmt2b,10.938,13.538,6.52,3.327,31.799,22.612,28.78,30.471,30.471
Tmem35,1.851,0.572,0.235,0.907,7.567,5.42,0,0.039,0.039
Cenpi,21.717,0.235,0.388,22.006,15.274,20.078,11.823,8.596,8.596
Drp2,0.381,0.008,0.012,0.147,1.069,0.518,0.422,0.011,0.011
Taf7l,0.076,0,0,10.058,0,0,0,0,0
Timm8a1,5.377,1.171,0.726,28.689,2.454,17.957,5.485,14.11,14.11
Btk,0.292,0.068,0.113,0.094,0,0,0,0.03,0.03
Rpl36a,3.328,349.378,175.958,1497.125,14.415,1080.523,18.697,1978.89,1978.89
Gla,10.88,2.399,2.576,9.811,5.333,25.193,22.081,5.308,5.308
Hnrnph2,55.881,22.641,11.21,64.755,60.162,120.072,8.858,92.234,92.234
B230119M05Rik,0,0.059,0,0,0.424,0.923,0,0,0
Armcx4,18.157,0.506,0.803,11.852,2.485,22.07,2.226,2.085,2.085
Armcx1,13.563,0.632,0.382,21.053,17.662,13.569,0.239,1.792,1.792
Armcx6,2.618,0.738,0.101,3.656,3.873,57.999,7.685,0.515,0.515
Armcx3,5.944,1.092,0.242,2.103,1.347,8.946,1.133,3.848,3.848
Mir7093,0,0.572,0,0,0,0,0,0,0
Armcx2,96.833,7.733,4.644,34.823,18.548,9.81,0.937,4.834,4.834
Nxf2,0.12,0,0.183,0.706,0.505,0.55,0.359,0.304,0.304
Zmat1,4.983,0.56,0.432,0.542,5.563,3.226,1.852,3.141,3.141
3632454L22Rik,0,0.21,0.016,0.045,0.079,0,0.056,0.014,0.014
AV320801,0,0,0,0,0,0,0,0,0
Gm15023,0,0,0,0,0,0,0,0,0
Tceal6,0,0,0,0.284,0,0,0,0,0
Pramel3,0,0,0,0.022,0,0,0,0,0
Gm7903,0,0,0,0,0,0,0,0,0
Gm5128,0,0,0,0,0,0,0,0,0
Nxf7,0,0,0,0.255,0,0,0,0,0
Prame,0,0,0,0,0,0,0,0,0
Tcp11x2,0.083,0,0,0.49,0,0,0,0,0
Tmsb15a,0,0,0,0.529,0,0,0,0,0
Armcx5,11.996,5.806,2.549,6.919,7.048,8.323,2.715,4.002,4.002
Gprasp1,6.877,12.741,4.447,24.826,43.281,7.509,4.801,5.414,5.414
Mir7646,0,0,0,0,0,0,0,0,0
Gprasp2,0,0.907,0.139,12.598,5.213,1.184,1.236,0.216,0.216
Bhlhb9,24.559,4.496,2.635,34.193,70.013,31.359,16.078,20.11,20.11
Arxes2,41.402,0.825,0.106,11.969,3.77,1.174,4.596,0.875,0.875
Arxes1,6.179,0,0,8.512,0,0,0.187,0,0
Bex2,0.492,0.128,0,90.425,5.057,2.505,0.327,0.664,0.664
Nxf3,0.05,0,0,0.345,0,0,0,0,0
5730412P04Rik,0,0,0,0.057,0,0,0,0,0
Bex4,0.189,0,0,201.318,0,0,0,0,0
Tceal8,176.602,0.098,0.087,86.626,1.055,0.383,0,0.952,0.952
Mir6383,0,0,0,0,0,0,0,0,0
Tceal5,0,0,0,1.324,0,0,0,0,0
Bex1,1.196,0.667,0.094,864.01,0.479,4.175,2.384,1.21,1.21
Tceal7,0,0,0,3.911,0,0,0,0,0
Wbp5,413.28,10.152,3.776,294.219,69.243,90.131,33.318,58.822,58.822
Ngfrap1,327.091,13.542,5.537,430.978,198.482,167.207,380.147,95.519,95.519
Kir3dl2,0,0,0,0,0,0,0,0,0
Kir3dl1,0,0,0,0,0,0,0,0,0
Tceal3,0.531,0.052,0,0.851,0,0.405,0.265,0.067,0.067
Tceal1,4.539,0.104,0,4.141,0,0,0,0.068,0.068
Morf4l2,224.463,17.484,10.389,478.463,54.673,163.117,42.932,60.364,60.364
BC065397,0.963,3.168,1.344,1.079,2.185,1.962,0.366,0.302,0.302
Glra4,0.21,0.614,0.435,0.112,0,0.641,0,0.053,0.053
Plp1,0.256,0.798,0.506,0.866,0.597,0.26,0,0.216,0.216
Rab9b,0,0,0,0,0,0,0,0,0
H2bfm,0,0,0,0,0,0,0,0,0
Tmsb15l,0,0.352,0.149,0.964,0,2.202,0,1.185,1.185
Tmsb15b2,0,0,0,0.929,0,0,0,0,0
Tmsb15b1,0.674,0.921,0.466,3.064,2.834,4.118,3.359,2.217,2.217
Slc25a53,0.363,0.62,1.205,0.898,3.436,3.607,0.996,6.915,6.915
Zcchc18,0.845,0.226,0.848,3.115,0.374,2.989,1.418,7.942,7.942
Fam199x,7.471,3.793,1.597,3.986,7.496,9.315,1.031,4.646,4.646
Esx1,0,0,0,3.609,0,0,0,0,0
Il1rapl2,0.118,0,0,0,0,0,0,0,0
Tex13a,0,0,0,0,0,0,0,0,0
Nrk,4.235,0,0,2.708,0,0,0,0,0
Serpina7,0,0,0,0,0,0,0,0,0
4930513O06Rik,0,0,0,0,0,0,0,0,0
Mum1l1,33.092,0,0,6.349,0,0,0,0.016,0.016
Platr21,0,0,0,2.741,0,0,0,0,0
Trap1a,0,0.049,0,130.459,0,0,0,0.064,0.064
D330045A20Rik,0.594,0,0.011,0.487,0,2.177,0.947,0.08,0.08
Rnf128,55.643,0,0,4.515,0.126,40.616,60.885,0.227,0.227
Tbc1d8b,34.886,2.678,1.911,0.937,10.67,5.968,1.148,7.856,7.856
Ripply1,0,0,0,21.904,0,0,0,0,0
Cldn2,0,0,0,1.29,0,0,0,0,0
Morc4,32.781,0,0,2.135,0.094,0,0.067,0,0
Rbm41,9.411,3.972,2.396,5.29,15.398,5.885,2.618,6.501,6.501
Nup62cl,9.705,0,0,45.166,0,0,0,0,0
Pih1h3b,0,0,0,0.052,0,0,0,0,0
Mir3475,0,0,0,0,0,0,0,0,0
Frmpd3,0,0,0,0,0,0,0,0,0
Prps1,62.768,23.651,12.258,231.645,78.94,61.333,78.401,64.922,64.922
Tsc22d3,17.709,132.33,76.138,2.838,229.402,22.019,13.7,51.814,51.814
Mid2,19.729,0,0,0.08,0,0,0.798,0,0
Tex13,0,0,0,0,0,0,0,0,0
Vsig1,0,0,0,0,0,0,0,0,0
Psmd10,27.128,15.148,9.1,34.883,64.076,53.084,86.698,33.262,33.262
Col4a6,5.652,0.017,0,0.083,0.062,0,0,0,0
Col4a5,131.295,0,0,0.512,0,0,0,0,0
Irs4,0.095,0,0,0.38,0,0,0,0,0
Gucy2f,0,0,0,0,0.041,0,0,0,0
Nxt2,15.634,1.236,1.122,19.606,4.022,1.512,1.085,7.11,7.11
Kcne1l,0,0,0,0.109,0,0,0,0,0
Acsl4,62.115,8.639,6.088,45.579,31.57,66.771,17.316,55.373,55.373
Tmem164,30.151,20.036,7.294,9.543,58.122,28.767,12.917,38.452,38.452
Mir652,0,11.783,1.669,0,0,0,0,0,0
Ammecr1,58.002,1.374,0.513,18.346,27.474,3.198,0.19,13.218,13.218
Rgag1,0.107,0.028,0,0.076,0,0,0,0,0
Chrdl1,0.153,0,0,0.175,0,0,0,0,0
Pak3,22.828,0,0,0.687,0,0,0,0,0
Capn6,8.785,0,0,0.267,0.117,0,0,0,0
Dcx,0,0.013,0.009,0,0,0,0,0,0
A730046J19Rik,0.031,0,0.009,0.05,0,0,0,0,0
Alg13,13.466,0.705,0.416,138.097,17.721,6.105,4.038,3.296,3.296
Trpc5,0,0,0.01,0.171,0.199,0,0,0,0
Trpc5os,0.041,0,0,0.155,0,0,0,0,0
Mageb16-ps1,0,0,0,0,0,0,0,0,0
Zcchc16,0.285,0,0,0,0,0,0,0,0
Lhfpl1,0.083,0.065,0.115,0,0.234,0,13.134,0.042,0.042
Amot,75.379,0,0,8.128,0.222,0.242,0.394,0.1,0.1
Htr2c,0,0,0,0,0,0,0,0,0
Snora35,0,0,0,0,0,0,0,0,0
Gm22650,0,0,0,0,0,0,0,0,0
Mir764,0,0,0,0,0,0,0,0,0
Mir1912,0,0,0,0,0,0,0,0,0
Mir1264,0,0,0,0,0,0,0,0,0
Mir1298,0,0,0,0,0,0,0,0,0
Mir448,0,0,0,0,0,0,0,0,0
Il13ra2,0,0,0,0,0,0,0,0,0
Lrch2,25.528,0,0,12.996,0.229,0,0,0,0
Ott,0,0,0,0,0,0,0,0,0
Gm15085,0,0,0,0,0,0,0,0,0
Gm15080,0,0,0,0,0,0,0,0,0
Gm15107,0,0,0,0,0,0,0,0,0
Gm15093,0,0,0,0,0,0,0,0,0
Gm15114,0,0,0,0,0,0,0,0,0
Gm15127,0,0,0,0,0,0,0,0,0
Luzp4,0,0,0,0.156,0,0,0,0,0
Gm10439,0,0,0,0,0,0,0,0,0
Gm15097,0,0,0,0.317,0,0,0,0,0
Gm15091,0,0,0,0.117,0,0,0,0,0
Gm15104,0,0,0,0,0,0,0,0,0
Tmem29,7.953,1.028,0.728,9.023,6.928,13.627,16.713,8.456,8.456
Mir3620,0,0,0,0,0,0,0,0,0
Alas2,0.897,1.196,0.207,0.68,2.095,0.457,0.298,0.719,0.719
Apex2,24.407,1.225,1.345,32.778,32.776,13.907,20.027,14.057,14.057
Pfkfb1,6.635,1.627,0.705,13.284,4.053,3.119,6.954,1.765,1.765
Tro,3.41,0,0.034,19.12,0.63,0.125,0,0,0
Maged2,108.51,2.295,0.443,22.618,10.113,8.778,19.183,16.228,16.228
Gnl3l,75.194,19.167,10.934,84.951,54.838,25.301,9.495,41.378,41.378
Fgd1,20.844,0.443,0.069,59.666,2.787,0.217,0,0.773,0.773
Tsr2,12.674,8.634,4.084,24.679,15.038,11.76,12.867,10.013,10.013
Wnk3,2.461,0.205,0.275,12.688,0.558,0.043,0,0.022,0.022
A230072E10Rik,0,0.842,0.336,0.048,0.126,0,0.09,0.137,0.137
Fam120c,8.023,1.408,1.045,1.222,4.842,1.408,0.957,5.575,5.575
Phf8,25.503,11.135,4,16.761,49.1,10.298,7.704,30.544,30.544
Huwe1,140.628,32.371,16.245,99.803,212.682,58.291,15.549,75.092,75.092
Mir3113,50.608,23.551,5.919,9.368,10.912,5.947,0,47.274,47.274
Mirlet7f-2,0,11.826,5.42,0,0,0,0,0,0
Mir98,0,3.742,4.923,0,0,0,0,0,0
Hsd17b10,111.72,31.119,15.532,114.976,175.69,145.371,965.099,116.673,116.673
Ribc1,1.67,1.572,0.272,9.35,3.579,2.701,5.288,1.789,1.789
Smc1a,102.77,65.969,34.704,71.001,284.716,162.238,215.445,128.435,128.435
Iqsec2,11.954,0.009,0.02,1.11,0.736,0.656,0.951,0.447,0.447
Kdm5c,37,21.533,10.228,48.063,102.993,42.839,6.962,37.218,37.218
Kantr,3.474,0.366,0.692,1.542,4.772,1.38,1.662,5.573,5.573
Tspyl2,32.182,13.273,7.073,12.994,32.324,24.582,8.876,7.925,7.925
Gpr173,2.117,0.036,0.013,0.222,0.129,0,0,0,0
3010001F23Rik,0.772,0,0,0.482,0,0,0,0,0
Cldn34a,0,0,0,0,0,0,0,0,0
Shroom2,10.35,0,0.005,9.498,0,0,0.072,0,0
Gpr143,0,0.035,0.025,0.192,0,0,0,0,0
Usp51,0.132,0,0.018,2.993,0,0.201,0,0,0
Mageh1,15.767,0,0,5.376,0,0.323,0.211,0.107,0.107
9530051G07Rik,0.067,0,0,0.036,0,0,0,0,0
Foxr2,0,0,0,2.935,0,0,0,0,0
Rragb,0.973,2.025,1.363,37.596,7.453,2.774,0.647,2.1,2.1
Klf8,5.709,0.13,0.211,10.1,0.837,1.217,0.331,1.26,1.26
Ubqln2,125.611,4.13,1.696,46.844,62.315,12.363,4.787,30.687,30.687
Cypt3,0,0,0,0,0,0,0,0,0
Kctd12b,2.622,0.879,0.111,1.089,0,0,0.062,0.453,0.453
2210013O21Rik,54.438,4.856,6.402,30.683,74.113,5.28,21.018,22.473,22.473
Spin2c,1.926,2.741,2.192,5.573,0,5.883,8.356,8.139,8.139
Gm15140,0,0,0,0,0,0,0,0,0
4921511M17Rik,0,0,0,0,0,0,0,0,0
Samt1,0,0,0,0,0,0,0,0,0
Gm10057,0,0,0,0,0,0,0,0,0
Gm16445,0,0,0,0,0,0,0,0,0
4930524N10Rik,0,0,0,0,0,0,0,0,0
Samt4,0,0,0,0,0,0,0,0,0
Samt2,0,0,0,0,0,0,0,0,0
Cldn34b1,0,0,0,0,0,0,0,0,0
Magea6,0,0,0,0,0,0,0,0,0
Magea3,0,0,0,0,0,0,0,0,0
Magea8,0,0.035,0,0.048,0,0,0,0,0
Magea2,0,0,0,0,0,0,0,0,0
Magea5,0,0,0,0,0,0,0,0,0
Magea1,0,0,0,0,0,0,0,0,0
Cldn34b2,0,0,0,0,0,0,0,0,0
Sat1,91.329,68.129,20.576,32.622,38.609,132.272,46.617,80.474,80.474
Acot9,158.253,16.635,10.805,102.16,26.786,73.288,64.779,95.595,95.595
Prdx4,208.015,8.587,1.846,123.089,50.183,471.46,432.573,147.169,147.169
Ptchd1,1.026,0,0,0.024,0,0,0,0,0
4930503H13Rik,0,0,0,0,0,0,0,0,0
Phex,0.331,0.009,0.007,0.164,0.132,0,0,0.012,0.012
Sms,10.557,3.522,3.136,92.417,13.015,23.824,5.939,38.833,38.833
Gm6568,0,0,0.404,0.087,0.456,0,0,0.082,0.082
Mbtps2,26.88,1.275,0.383,19.287,17.972,7.817,3.749,9.717,9.717
Yy2,9.855,1.571,0.984,6.402,13.306,5.675,1.543,2.637,2.637
Smpx,0,0,0,0,0,0,0,0,0
Klhl34,0.056,0,0,0.331,0,0,0,0,0
Cnksr2,0.109,0,0,0.38,0,0,0,0,0
